Key,koreana
typePainting,"도색"
typePaintingTools,"페인트 도구"
typePistols,"권총"
typePlumbing,"배관"
typePolearms,"폴암"
typePortableDrones,"휴대용 드론"
typePortableTurrets,"휴대용 포탑"
typePowered,"전동"
typePoweredCutting,"전동 벌목 도구"
typePoweredDigging,"전동 발굴 도구"
typePoweredMining,"전동 채광 도구"
typePoweredMiningDigging,"전동 채광/발굴 도구"
typeResearch,"연구"
typeQuality,"품질"
typeQualitySchematics,"품질 연구"
typeRanged,"원거리"
typeRangedGuns,"화기"
typeRangedWeapons,"원거리 무기"
typeRecipes,"제작법"
typeResources,"재료"
typeRoadProps,"도로 장식"
typeRocketLaunchers,"로켓 런쳐"
typeSalvage,"분해"
typeSalvageTools,"분해 도구"
typeScavenging,"약탈"
typeSchematics,"도면"
typeScience,"과학"
typeSeeds,"작물 씨앗"
typeSecretStash,"뒷거래"
typeShortBlade,"단검"
typeShotguns,"샷건"
typeSigns,"표지판"
typeSkillBooks,"스킬 북"
typeSledgehammers,"슬레지 해머"
typeSmeltingTools,"용광로 도구"
typeSniperRifles,"저격용 소총"
typeSpawnPoint,"스폰 지점"
typeSpears,"창"
typeSpecial,"특수 아이템"
typeSpecialItems,"퀘스트 아이템"
typeStairs,"계단"
typeStorage,"저장소"
typeStorageEmpty,"빈 저장소"
typeStorageTanks,"저장 탱크"
typeStructural,"건축"
typeSubmachineGuns,"기관단총"
typeSupport,"지지대"
typeSwords,"도검"
typeTerrain,"지형"
typeThrowable,"투척"
typeThrowableExplosive,"투척 폭발물"
typeToolParts,"도구 부품"
typeTools,"도구"
typeToolsTraps,"도구/함정"
typeTrade,"거래"
typeTraps,"함정"
typeTrees,"목재"
typeTrucks,"트럭 | 탈 것"
typeVehicles,"차량"
typeVents,"환기구"
typeWeapons,"무기"
typeWeaponsTools,"무기/도구"
typeWindows,"창문"
typeWorkstations,"작업대"
typeWorkstationTools,"작업대 도구"
twitchBounty,"현상금"
headerDisplay,"디스플레이"
headerQuality,"품질"
headerUI,"인터페이스"
headerVideo,"비디오 설정"
groupAll,"전체"
groupAllBlocks,"모든 블록"
groupAmmo,"탄약"
groupAmmoPortableTurret,"휴대용 포탑 탄약"
groupAmmoPrimitive,"원시 탄약"
groupAmmoStandard,"표준 탄약"
groupAmmoWeapons,"탄약/무기"
groupAmmoAndExplosives,"탄약/폭발물"
groupAppliances,"가전"
groupAutomotive,"자동차"
groupBasics,"기초"
groupBasicBlocks,"기본 블록"
groupBars,"봉 & 트러스재"
groupBeams,"빔"
groupBlocks,"블록"
groupBooks,"책"
groupBooksAndSchematics,"책/도면"
groupBuilding,"건축"
groupBundles,"번들"
groupCatwalks,"통로"
groupChemicals,"화학 용품"
groupClothing,"의복"
groupClothingAndArmor,"의복/방어구"
groupCollectors,"자원 수집기"
groupConsumables,"소모품"
groupContainers,"용기"
groupCorpses,"시체"
groupCrops,"작물"
groupDebris,"잔해"
groupDecor,"장식"
groupDecorMisc,"장식/잡화"
groupDoors,"문"
groupDrinks,"음료"
groupDyes,"염색"
groupElectrical,"전기"
groupEmpty,"빈 저장소"
groupExplosives,"폭발물"
groupFences,"울타리"
groupFirstAid,"응급 치료"
groupFrames,"프레임 블록"
groupFoliage,"풀"
groupFood,"음식"
groupFoodCooking,"음식/요리"
groupFurniture,"가구"
groupGrenades,"수류탄"
groupHeroTreasure,"보물"
groupHeavyArmor,"중갑옷"
groupItems,"일반 아이템"
groupLightArmor,"경갑옷"
groupLighting,"조명"
groupLoot,"보관함"
groupLootHelper,"보관함 도우미"
groupMedicine,"의약품"
groupMediumArmor,"평갑옷"
groupMinesExplosives,"지뢰/폭발물"
groupMods,"개조 부품"
groupOutdoor,"야외"
groupPlumbing,"배관"
groupPrefabBlocks,"POI 블록"
groupPrefabEditor,"프리팹 편집기"
groupRangedWeapons,"원거리 무기"
groupResources,"재료"
groupRoadProps,"도로 장식"
groupRobotics,"로봇 공학"
groupScience,"과학"
groupSchematics,"도면"
groupSeeds,"씨앗"
groupShrubs,"관목"
groupSigns,"표지판"
groupSpecial,"특수 아이템"
groupStairs,"계단"
groupStorage,"저장소"
groupStorageEmpty,"빈 저장소"
groupStorageHelpers,"저장소 도우미"
groupStorageTanks,"저장 탱크"
groupStructural,"건축"
groupSupport,"지지대"
groupTerrain,"지형"
groupTools,"도구"
groupToolsTraps,"도구/함정"
groupTraps,"함정"
groupTrash,"쓰레기"
groupTrees,"나무"
groupUnclassified,"미분류"
groupVariantHelpers,"변형 도우미"
groupVegetation,"식생"
groupVehicles,"차량"
groupVents,"환기구"
groupWeapons,"무기"
groupWeaponsTools,"무기와 도구"
groupWindows,"창문"
groupWorkstations,"작업대"
groupWorkstationTools,"작업대 도구"
ulm_loot_biker_1,"떨어진 전리품"
ulm_loot_biker_2,"떨어진 전리품"
ulm_loot_biker_3,"떨어진 전리품"
ulm_loot_boss_1,"떨어진 전리품"
ulm_loot_boss_2,"떨어진 전리품"
ulm_loot_boss_3,"떨어진 전리품"
ulm_loot_burnt_1,"떨어진 전리품"
ulm_loot_burnt_2,"떨어진 전리품"
ulm_loot_burnt_3,"떨어진 전리품"
ulm_loot_business_1,"떨어진 전리품"
ulm_loot_business_2,"떨어진 전리품"
ulm_loot_business_3,"떨어진 전리품"
ulm_loot_cheerleader_1,"떨어진 전리품"
ulm_loot_cheerleader_2,"떨어진 전리품"
ulm_loot_cheerleader_3,"떨어진 전리품"
ulm_loot_common_1,"떨어진 전리품"
ulm_loot_common_2,"떨어진 전리품"
ulm_loot_common_3,"떨어진 전리품"
ulm_loot_cop_1,"떨어진 전리품"
ulm_loot_cop_2,"떨어진 전리품"
ulm_loot_cop_3,"떨어진 전리품"
ulm_loot_farmer_1,"떨어진 전리품"
ulm_loot_farmer_2,"떨어진 전리품"
ulm_loot_farmer_3,"떨어진 전리품"
ulm_loot_fat_1,"떨어진 전리품"
ulm_loot_fat_2,"떨어진 전리품"
ulm_loot_fat_3,"떨어진 전리품"
ulm_loot_football_1,"떨어진 전리품"
ulm_loot_football_2,"떨어진 전리품"
ulm_loot_football_3,"떨어진 전리품"
ulm_loot_hazmat_1,"떨어진 전리품"
ulm_loot_hazmat_2,"떨어진 전리품"
ulm_loot_hazmat_3,"떨어진 전리품"
ulm_loot_lab_1,"떨어진 전리품"
ulm_loot_lab_2,"떨어진 전리품"
ulm_loot_lab_3,"떨어진 전리품"
ulm_loot_mini_boss_1,"떨어진 전리품"
ulm_loot_mini_boss_2,"떨어진 전리품"
ulm_loot_mini_boss_3,"떨어진 전리품"
ulm_loot_nurse_1,"떨어진 전리품"
ulm_loot_nurse_2,"떨어진 전리품"
ulm_loot_nurse_3,"떨어진 전리품"
ulm_loot_snow_1,"떨어진 전리품"
ulm_loot_snow_2,"떨어진 전리품"
ulm_loot_snow_3,"떨어진 전리품"
ulm_loot_skater_1,"떨어진 전리품"
ulm_loot_skater_2,"떨어진 전리품"
ulm_loot_skater_3,"떨어진 전리품"
ulm_loot_soldier_1,"떨어진 전리품"
ulm_loot_soldier_2,"떨어진 전리품"
ulm_loot_soldier_3,"떨어진 전리품"
ulm_loot_special_1,"떨어진 전리품"
ulm_loot_special_2,"떨어진 전리품"
ulm_loot_special_3,"떨어진 전리품"
ulm_loot_stripper_1,"떨어진 전리품"
ulm_loot_stripper_2,"떨어진 전리품"
ulm_loot_stripper_3,"떨어진 전리품"
ulm_loot_utility_1,"떨어진 전리품"
ulm_loot_utility_2,"떨어진 전리품"
ulm_loot_utility_3,"떨어진 전리품"
videoAntiAliasing,"앨리어싱 제거"
videoAntiAliasingDesc,"오브젝트의 들쭉날쭉한 가장자리를 제거합니다.\n[decea3][성능 영향: 중간][-]"
videoAntiAliasingSharp,"AA 샤프닝"
videoAntiAliasingSharpDesc,"템포럴 AA 샤프닝의 강도입니다.\n[decea3][성능 영향: 중간][-]"
videoBloom,"블룸 효과"
videoBloomDesc,"주변의 빛이 더 밝게 빛납니다.\n[decea3][성능 영향: 중간][-]"
videoDepthOfField,"피사계 심도"
videoDepthOfFieldDesc,"멀리 있는 물체는 흐리게 보입니다.\n[decea3][성능 영향: 중간][-]"
videoDynamicMeshDistance,"메쉬 거리"
videoDynamicMeshDistanceDesc,"다이나믹 메쉬 시스템으로 렌더링하여 볼 수 있는 거리를 m로 표시합니다.\n[decea3][성능 영향: 높음][-]"
videoDynamicMeshEnabled,"다이나믹 메쉬"
videoDynamicMeshEnabledDesc,"활성화하면 멀리 있는 플레이어와 POI 블록의 변화를 표시합니다.\n게임을 메인 메뉴에서 다시 불러와야 합니다\n[decea3][성능 영향: 높음][-]"
videoDynamicMeshHighQualityMesh,"메쉬 품질"
videoDynamicMeshHighQualityMeshDesc,"사용으로 표시하면 멀리 있는 메쉬를 더 높은 디테일로 불러옵니다.\n[decea3][성능 영향: 높음, RAM을 많이 사용합니다][-]"
videoDynamicMeshLandClaimBuffer,"토지 소유권 버퍼"
videoDynamicMeshLandClaimBufferDesc,"토지 소유권 블록 주변에서 다이나믹 메쉬 시스템을 적용하는 덩어리의 수를 설정합니다.\n[decea3][성능 영향: 높음][-]"
videoDynamicMeshLandClaimOnly,"토지 소유권 블록만 적용"
videoDynamicMeshLandClaimOnlyDesc,"다이나믹 메쉬 시스템을 토지 소유권 블록에만 적용합니다."
videoDynamicMeshMaxMeshCache,"처리할 메쉬 수"
videoDynamicMeshMaxMeshCacheDesc,"동시에 처리할 최대 메쉬 수를 설정합니다.\n[decea3][성능 영향: 높음, RAM을 많이 사용합니다][-]"
videoDynamicMeshMaxRegionLoads,"불러올 지역 수"
videoDynamicMeshMaxRegionLoadsDesc,"동시에 불러올 지역의 수를 설정합니다.\n[decea3][성능 영향: 높음, 프레임(FPS)에 영향을 줌][-]"
videoFieldOfView,"시야 범위"
videoFieldOfViewDesc,"시야각의 넓이입니다.\n[decea3][성능 영향 : 낮음][-]"
videoFullscreen,"전체 화면"
videoFullscreenDesc,"전체 화면 또는 창 모드로 게임을 실행합니다.\n[decea3][성능 영향: 중간][-]"
videoBrightness,"밝기"
videoBrightnessDesc,"게임의 밝기를 조정합니다.\n[decea3][성능 영향: 없음][-]"
videoGrassDistance,"식생 표현 거리"
videoGrassDistanceDesc,"식생을 볼 수 있는 최대 거리 설정입니다.\n[decea3][성능 영향: 중간][-]"
videoJournalPopup,"일지 팝업 여부"
videoJournalPopupDesc,"툴팁 대신 새 일지 항목이 추가되면 창을 띄웁니다."
videoLODDistance,"LOD 표현 거리"
videoLODDistanceDesc,"세계가 표시되는 전체 최대 상세 수준입니다.\n[decea3][성능 영향: 높음][-]"
videoMotionBlur,"모션 블러"
videoMotionBlurDesc,"모션 블러의 품질을 결정합니다.\n(더 많은 픽셀 표본과 부드러움 설정)\n[decea3][성능 영향: 높음][-]"
videoOcclusion,"오클루전"
videoOcclusionDesc,"보이지 않는 객체는 표현하지 않습니다.\n실내에서 성능을 향상시켜줍니다.\n게임 플레이 중에는 변경이 불가능합니다.\n[decea3][성능 영향: 중간][-]"
videoQualityPreset,"품질 설정 프리셋"
videoQualityPresetDesc,"전체적인 그래픽 품질을 결정합니다. 거의 모든 설정을 변경합니다.\n[decea3][성능 영향: 높음][-]"
videoReflectedShadows,"그림자 반사 품질"
videoReflectedShadowsDesc,"그림자가 반사 내부에서 처리되고 표시됩니다.\n[decea3][성능 영향: 높음][-]"
videoReflectionQuality,"반사 품질"
videoReflectionQualityDesc,"반사 효과가 얼마나 깔끔한지 결정합니다.\n좀 더 사실적인 빛 표현을 제공해 줍니다.\n[decea3][성능 영향: 매우 높음][-]"
videoResolution,"해상도"
videoResolutionDesc,"게임이 표시되는 화면 해상도를 설정합니다.\n[decea3][성능 영향: 매우 높음][-]"
videoScreenBounds,"UI 여백"
videoScreenBoundsDesc,"UI가 화면에서 사용하는 범위를 제한합니다."
videoShadowsDistance,"그림자 표현 거리"
videoShadowsDistanceDesc,"객체의 그림자 품질과 표시되는 거리를 설정합니다.\n[decea3][성능 영향: 높음][-]"
videoSSAO,"SSAO"
videoSSAODesc,"객체에 더 자세한 그림자를 표현하는 SSAO를 사용합니다.\n[decea3][성능 영향: 중간][-]"
videoSSReflections,"SS 반사"
videoSSReflectionsDesc,"스크린 스페이스 반사 옵션을 사용합니다.\n[decea3][성능 영향: 높음][-]"
videoStreamingMipmapsEnabled,"텍스쳐 스트리밍"
videoStreamingMipmapsEnabledDesc,"메모리 사용을 줄이기 위해 텍스쳐를 메모리로 스트리밍할 수 있습니다.\n[decea3][성능 영향: 중간 ~ 높음][-]"
videoSunShafts,"선 샤프트"
videoSunShaftsDesc,"태양에서 오는 빛이 산란할 때 객체를 지나며 번지는 효과입니다.\n[decea3][성능 영향: 중간][-]"
videoTempCelsius,"기온 표시 단위"
videoTempCelsiusDesc,"온도를 표시할 때 사용하는 단위를 선택합니다."
videoTextureFilter,"텍스쳐 필터"
videoTextureFilterDesc,"텍스쳐가 더 잘 섞이도록 필터 강도를 조절합니다.\n[decea3][성능 영향: 중간 ~ 높음][-]"
videoTextureQuality,"텍스쳐"
videoTextureQualityDesc,"텍스쳐 해상도 설정에 따라 비디오 메모리와 성능을 절약할 수 있습니다.\n게임 재시작이 필요합니다.\n[decea3][성능 영향: 중간][-]"
videoTreeQuality,"식생"
videoTreeQualityDesc,"식생들이 얼마나 멀리 있는지에 따른 전체적인 품질을 결정합니다.\n[decea3][성능 영향: 높음][-]"
videoUIBackgroundOpacity,"UI 백그라운드 불투명도"
videoUIBackgroundOpacityDesc,"UI 바탕화면/백그라운드 불투명도/투명도"
videoUIForegroundOpacity,"UI 포어그라운드 불투명도"
videoUIForegroundOpacityDesc,"UI 윤곽선과 아이콘 불투명도/투명도"
videoUMATextureQuality,"UMA 텍스쳐"
videoUMATextureQualityDesc,"UMA 문자의 텍스쳐 베이킹 크기를 제어합니다."
videoViewDistance,"시야 거리"
videoViewDistanceDesc,"얼마나 멀리까지 볼 수 있는지를 조절합니다.\n게임 플레이 중에는 변경이 불가능합니다.\n[decea3][성능 영향: 높음][-]"
videoVSync,"VSync"
videoVSyncDesc,"게임 화면을 모니터 새로고침 빈도와 동기화하여 티어링 현상을 방지합니다.\n[decea3][성능 영향: 낮음][-]"
videoParticles,"입자 표현"
videoParticlesDesc,"입자의 양을 결정합니다.\n[decea3][성능 영향: 중간 ~ 높음][-]"
videoWaterQuality,"물 표현"
videoWaterQualityDesc,"물 표면의 층과 효과를 조절합니다.\n[decea3][성능 영향: 높음][-]"
videoUiSize,"UI 크기"
videoUiSizeDesc,"모든 UI 요소를 축소합니다."
videoUiFpsScaling,"FPS 디스플레이 스케일"
videoUiFpsScalingDesc,"게임 내 FPS 디스플레이의 크기를 축소합니다. 예를 들어 촬영 영상이나 방송에서 가독성이나 시야 방해 등의 이유로 변경할 수 있습니다."
videoDyMode,"동적 해상도 모드"
videoDyModeDesc,"동적 해상도는 FPS를 높이기 위해 필요에 따라 3D 렌더링 해상도를 낮춥니다."
videoDyMinFPS,"동적 해상도 최소 FPS"
videoDyMinFPSDesc,"이 FPS보다 수치가 낮으면 게임 해상도를 낮춥니다."
videoDyScale,"동적 해상도 스케일"
videoDyScaleDesc,"고정 수치의 다운 스케일링을 원할 경우 조절하세요."
videoObjectQuality,"사물 품질"
videoObjectQualityDesc,"각 객체들과 나무들이 얼마나 멀리 있는지에 따른 전체적인 품질을 결정합니다. 또한 사물이 표시되는 거리도 결정됩니다.\n[decea3][성능 영향: 높음][-]"
videoTerrainQuality,"지형 품질"
videoTerrainQualityDesc,"지형의 전반적인 품질과 표시 거리를 결정합니다.\n게임을 플레이하는 중에는 거리 설정이 갱신되지 않습니다.\n[decea3][성능 영향: 높음][-]"
videoAutoHideExpBar,"경험치 바 자동 숨김"
videoAutoHideExpBarDesc,"일정 시간 동안 경험치를 얻지 않을 경우 자동으로 경험치 바를 숨깁니다.\n[decea3][기본: 5초 후][-]"
videoAutoHideToolbelt,"도구 벨트 자동 숨김"
videoAutoHideToolbeltDesc,"손에 든 아이템이나 블록을 변경한 후 자동으로 도구 벨트 UI를 숨깁니다. 이 옵션을 변경했으면 손에 든 아이템을 다른 슬롯의 아이템과 바꾸어야 적용됩니다.\n[decea3][기본: 5초 후][-]"
videoShowCompass,"나침반"
videoShowCompassDesc,"나침반을 표시합니다.\n[decea3][기본: 활성화][-]"
videoShowDayAndTime,"일자와 시간"
videoShowDayAndTimeDesc,"현재 일자와 시간을 표시합니다.\n[decea3][기본: 활성화][-]"
videoShowDebugValues,"개발자 모드"
videoShowDebugValuesDesc,"Undead Legacy와 관련된 추가 디버그 정보를 보여줍니다.\n[decea3][기본: 비활성][-]"
videoShowBuffTimers,"버프 시간 표시"
videoShowBuffTimersDesc,"HUD에 표시되는 버프의 남은 활성화 시간을 숫자로 표시합니다.\n[decea3][기본: 비활성][-]"
videoShowStatValues,"막대 수치"
videoShowStatValuesDesc,"일부 플레이어 수치를 HUD에 숫자로 표시합니다.\n[decea3][기본: 인벤토리][-]"
videoShowTacticalHud,"전술 HUD"
videoShowTacticalHudDesc,"커서에 스태미너와 은신 상태를 표시합니다.\n[decea3][기본: 비활성][-]"
videoShowTargetHealth,"대상 HP 표시"
videoShowTargetHealthDesc,"대상으로 삼은 객체의 HP 바를 표시합니다.\n[decea3][기본: 활성화][-]"
videoShowTargetBlockHealth,"블록 HP 숫자 표시"
videoShowTargetBlockHealthDesc,"대상 블록이 피해를 입거나, 수리되거나, 강화될 때의 체력 수치를 숫자로 표시합니다.\n[decea3][기본: 비활성][-]"
videoShowPlayerLevelOnHUD,"도구 벨트 위에 레벨 표시"
videoShowPlayerLevelOnHUDDesc,"현재 플레이어의 레벨을 도구 벨트와 경험치 바 위에 표시합니다."
videoShowMeleeIcon,"근접 무기 아이콘 표시"
videoShowMeleeIconDesc,"사용중인 근접 무기 아이콘을 보여줍니다.\n현재 완전히 구현되지 않았습니다.\n[decea3][기본: 비활성][-]"
videoShowCarryWeight,"과적 막대"
videoShowCarryWeightDesc,"무게가 이 옵션의 비율보다 높으면 화면에 과적 막대가 나타납니다. 막대는 HUD에 표시합니다.\n[decea3][기본: 75%][-]"
videoShowWater,"수분 막대"
videoShowWaterDesc,"수분이 이 옵션의 비율보다 낮으면 화면에 수분 막대가 나타납니다. 막대는 HUD에 표시합니다.\n[decea3][기본: 50%][-]"
videoShowFood,"음식 막대"
videoShowFoodDesc,"음식이 이 옵션의 비율보다 낮으면 화면에 음식 막대가 나타납니다. 막대는 HUD에 표시합니다.\n[decea3][기본: 50%][-]"
videoShowSpeedometer,"속도계 표시"
videoShowSpeedometerDesc,"차량의 속도계를 표시합니다.\n[decea3][기본: km/h][-]"
videoShowToolbeltTooltip,"도구 벨트 툴팁 표시"
videoShowToolbeltTooltipDesc,"도구 벨트 위에 툴팁 창을 띄웁니다.\n[decea3][기본: 활성화][-]"
videoShowMeleeCrosshair,"근접 조준점"
videoShowMeleeCrosshairDesc,"근접 종류 아이템 사용 시 조준점이 보입니다."
videoShowRangedCrosshair,"원거리 조준점"
videoShowRangedCrosshairDesc,"원거리 종류 아이템 사용 시 조준점이 보입니다."
videoShowOnScreenIcons,"화면 내 아이콘"
videoShowOnScreenIconsDesc,"화면 내 네비게이션 아이콘이 보이는 옵션\n[decea3][기본: 활성화][-]"
videoCompassInactiveMarkerOpacity,"나침반 아이콘 불투명도"
videoCompassInactiveMarkerOpacityDesc,"나침판에 표시하는 [decea3]비활성화[-]된 지도 마커의 불투명도를 결정합니다."
videoUnloadUnusedAssets,"미사용 에셋 청소하기"
videoUnloadUnusedAssetsDesc,"시스템 메모리에 내장된 사용하지 않는 에셋을 청소합니다. 비활성화하면 게임이 시스템 메모리를 더 사용하지만 UI 반응속도를 빠르게 해주고 상호작용 시 프리징 현상을 줄여줍니다.\n[decea3][기본: 활성화][-]"
videoLanguage,"언어"
videoLanguageDesc,"게임에서 사용하는 언어를 변경합니다.\n[decea3]게임 재시작 필요[-]"
goAdvanced,"고급"
goGameName,"세계 이름"
goGameWorld,"세계"
goMapSize,"크기"
goMapSize4096,"4 km"
goMapSize6144,"6 km"
goMapSize8192,"8 km"
goMapSize10240,"10 km"
goMapSize12288,"12 km"
goMapSize14336,"14 km"
goMapSize16384,"16 km"
goMaxSpawnedZombies,"월드 최대 생성 좀비 수"
goWorldGenerate,"생성"
goWorldSeed,"시드"
goWorldSize,"크기"
goZombies,"{0} 마리"
goZombie,"1 마리"
goMaxSpawnedAnimals,"월드 최대 생성 동물 수"
goAnimals,"{0} 마리"
goLandClaimCount,"토지 소유권 블록 갯수"
goLandClaimCountDesc,"플레이어 당 동시에 활성화해 둘 수 있는 토지 소유권 블록 갯수를 지정합니다."
